txn_id,account_id,txn_date,txn_type,amount,channel
TXN00005186,ACC00005878,2023-01-16 17:33:14,PAYMENT,99160.99,POS
TXN00005187,ACC00002952,2023-05-16 05:40:14,WITHDRAWAL,7786.47,POS
TXN00005188,ACC00004414,2023-04-24 10:50:00,WITHDRAWAL,47638.67,ATM
TXN00005189,ACC00002455,2023-03-20 10:30:46,TRANSFER,2423.98,ONLINE
TXN00005190,ACC00008428,2023-01-17 07:25:39,WITHDRAWAL,64401.95,MOBILE
TXN00005191,ACC00004857,2023-10-26 09:24:56,DEPOSIT,91023.95,MOBILE
TXN00005192,ACC00002930,2023-01-25 02:07:51,DEPOSIT,94024.76,BRANCH
TXN00005193,ACC00008017,2023-01-30 11:36:19,WITHDRAWAL,65671.23,BRANCH
TXN00005194,ACC00005574,2023-12-15 01:52:13,WITHDRAWAL,54404.36,POS
TXN00005195,ACC00009438,2023-07-28 08:52:57,WITHDRAWAL,46877.50,ATM
TXN00005196,ACC00008404,2023-01-17 17:48:43,TRANSFER,80259.99,MOBILE
TXN00005197,ACC00004277,2023-03-09 23:44:04,PAYMENT,40160.03,ATM
TXN00005198,ACC00008340,2023-05-11 16:34:21,DEPOSIT,92839.17,POS
TXN00005199,ACC00006343,2023-04-16 20:05:39,DEPOSIT,11010.87,ONLINE
TXN00005200,ACC00007007,2023-03-28 02:10:04,TRANSFER,10225.58,BRANCH
TXN00005201,ACC00007514,2023-01-04 15:19:36,WITHDRAWAL,86215.81,POS
TXN00005202,ACC00006459,2023-08-18 08:52:11,DEPOSIT,48754.69,BRANCH
TXN00005203,ACC00000929,2023-05-11 12:10:33,DEPOSIT,59445.33,MOBILE
TXN00005204,ACC00002138,2023-04-17 01:42:05,DEPOSIT,54038.06,BRANCH
TXN00005205,ACC00001892,2023-11-02 13:20:38,DEPOSIT,67851.00,MOBILE
TXN00005206,ACC00008440,2023-07-23 11:16:54,TRANSFER,45674.88,POS
TXN00005207,ACC00005619,2023-04-05 23:40:07,PAYMENT,15953.79,BRANCH
TXN00005208,ACC00003801,2023-07-28 21:25:37,TRANSFER,20953.34,MOBILE
TXN00005209,ACC00009136,2023-06-03 22:52:55,TRANSFER,25260.26,BRANCH
TXN00005210,ACC00008359,2023-04-02 04:49:22,PAYMENT,37893.23,POS
TXN00005211,ACC00005468,2023-04-15 19:56:53,WITHDRAWAL,81847.12,BRANCH
TXN00005212,ACC00002766,2023-04-13 16:43:29,TRANSFER,90842.39,POS
TXN00005213,ACC00001433,2023-06-04 06:57:38,TRANSFER,48193.80,POS
TXN00005214,ACC00001029,2023-04-30 23:45:04,PAYMENT,61949.17,MOBILE
TXN00005215,ACC00005538,2023-07-24 20:55:24,TRANSFER,76966.82,ATM
TXN00005216,ACC00007455,2023-08-02 13:10:56,DEPOSIT,69179.30,MOBILE
TXN00005217,ACC00004107,2023-08-23 18:18:28,PAYMENT,15105.63,POS
TXN00005218,ACC00001681,2023-04-15 10:50:05,WITHDRAWAL,53301.19,MOBILE
TXN00005219,ACC00003100,2023-11-13 13:46:29,TRANSFER,4747.87,POS
TXN00005220,ACC00001811,2023-11-10 03:47:08,TRANSFER,55980.76,MOBILE
TXN00005221,ACC00002922,2023-02-03 07:19:13,TRANSFER,55560.93,BRANCH
TXN00005222,ACC00002243,2023-12-26 22:36:56,WITHDRAWAL,36842.37,ONLINE
TXN00005223,ACC00003613,2023-10-13 00:05:56,PAYMENT,72309.98,POS
TXN00005224,ACC00000875,2023-06-29 06:40:31,WITHDRAWAL,61731.13,POS
TXN00005225,ACC00002992,2023-10-04 16:20:58,PAYMENT,47396.99,POS
TXN00005226,ACC00001626,2023-12-10 11:02:50,PAYMENT,23705.62,ONLINE
TXN00005227,ACC00003890,2023-03-22 04:14:56,PAYMENT,21772.65,ONLINE
TXN00005228,ACC00007021,2023-12-01 00:30:06,PAYMENT,75917.46,ATM
TXN00005229,ACC00008700,2023-04-03 13:34:30,DEPOSIT,17010.40,MOBILE
TXN00005230,ACC00002026,2023-10-12 11:39:17,WITHDRAWAL,88173.17,POS
TXN00005231,ACC00009390,2023-05-27 13:03:35,DEPOSIT,79875.24,ATM
TXN00005232,ACC00001286,2023-11-02 13:51:53,TRANSFER,77488.77,BRANCH
TXN00005233,ACC00008897,2023-09-20 13:30:19,TRANSFER,62733.26,ONLINE
TXN00005234,ACC00007253,2023-10-31 19:44:06,PAYMENT,99065.70,ONLINE
TXN00005235,ACC00008908,2023-11-14 03:47:36,PAYMENT,72448.25,POS
TXN00005236,ACC00008630,2023-07-27 06:56:00,WITHDRAWAL,68641.23,MOBILE
TXN00005237,ACC00005852,2023-03-31 10:22:35,DEPOSIT,97586.19,BRANCH
TXN00005238,ACC00006945,2023-08-27 10:21:34,PAYMENT,16635.83,BRANCH
TXN00005239,ACC00000678,2023-04-04 21:02:43,TRANSFER,54388.32,ONLINE
TXN00005240,ACC00002560,2023-11-08 03:36:55,WITHDRAWAL,15073.67,MOBILE
TXN00005241,ACC00008629,2023-12-16 18:38:36,DEPOSIT,67558.87,ONLINE
TXN00005242,ACC00002984,2023-11-10 05:34:08,TRANSFER,86117.90,ONLINE
TXN00005243,ACC00003012,2023-04-24 03:10:58,TRANSFER,38127.02,POS
TXN00005244,ACC00009889,2023-09-22 11:59:36,WITHDRAWAL,94975.59,BRANCH
TXN00005245,ACC00006714,2023-04-09 04:17:19,DEPOSIT,92973.59,ONLINE
TXN00005246,ACC00009424,2023-09-11 00:37:03,PAYMENT,24052.15,ONLINE
TXN00005247,ACC00006793,2023-06-11 06:17:14,TRANSFER,34608.03,POS
TXN00005248,ACC00006098,2023-02-17 02:39:29,WITHDRAWAL,85055.40,BRANCH
TXN00005249,ACC00003361,2023-02-14 18:51:48,TRANSFER,70826.40,BRANCH
TXN00005250,ACC00003919,2023-03-12 11:57:09,PAYMENT,16303.75,ONLINE
TXN00005251,ACC00001944,2023-12-06 10:17:08,WITHDRAWAL,87238.64,POS
TXN00005252,ACC00000054,2023-03-16 12:26:03,PAYMENT,86580.80,POS
TXN00005253,ACC00005074,2023-01-01 07:05:55,PAYMENT,62657.21,ATM
TXN00005254,ACC00004210,2023-12-31 23:46:41,DEPOSIT,45233.96,ONLINE
TXN00005255,ACC00007286,2023-07-03 03:50:36,DEPOSIT,29824.94,ATM
TXN00005256,ACC00005367,2023-03-20 03:29:18,WITHDRAWAL,90724.39,ATM
TXN00005257,ACC00003534,2023-02-21 15:48:08,WITHDRAWAL,31678.11,POS
TXN00005258,ACC00005983,2023-07-13 18:42:42,DEPOSIT,20080.15,ONLINE
TXN00005259,ACC00000857,2023-06-28 19:45:57,DEPOSIT,21724.07,POS
TXN00005260,ACC00007807,2023-09-29 03:14:10,PAYMENT,39724.75,ATM
TXN00005261,ACC00003332,2023-10-03 01:36:16,PAYMENT,66930.08,ONLINE
TXN00005262,ACC00002323,2023-06-22 12:05:05,PAYMENT,70401.25,MOBILE
TXN00005263,ACC00009126,2023-04-18 15:00:39,WITHDRAWAL,41180.74,ATM
TXN00005264,ACC00008222,2023-10-23 22:07:06,WITHDRAWAL,71936.94,POS
TXN00005265,ACC00001145,2023-05-27 06:26:26,DEPOSIT,69344.26,MOBILE
TXN00005266,ACC00003915,2023-12-04 10:59:17,DEPOSIT,14916.31,MOBILE
TXN00005267,ACC00005145,2023-05-05 18:50:58,WITHDRAWAL,23611.05,ONLINE
TXN00005268,ACC00007659,2023-02-11 02:10:29,WITHDRAWAL,88797.63,ATM
TXN00005269,ACC00004389,2023-04-04 05:29:33,TRANSFER,82752.53,POS
TXN00005270,ACC00008260,2023-02-12 04:59:00,WITHDRAWAL,26065.22,POS
TXN00005271,ACC00008136,2023-10-28 01:35:18,PAYMENT,9829.55,ONLINE
TXN00005272,ACC00000408,2023-09-25 21:25:59,PAYMENT,42217.17,BRANCH
TXN00005273,ACC00000455,2023-11-11 06:04:08,WITHDRAWAL,54419.66,ATM
TXN00005274,ACC00008872,2023-01-13 13:58:55,DEPOSIT,90696.10,BRANCH
TXN00005275,ACC00009159,2023-05-03 23:47:45,WITHDRAWAL,4191.83,ATM
TXN00005276,ACC00000502,2023-06-04 14:14:15,PAYMENT,58859.48,MOBILE
TXN00005277,ACC00003713,2023-02-25 06:30:52,TRANSFER,30090.39,BRANCH
TXN00005278,ACC00004809,2023-08-17 09:12:52,TRANSFER,27536.72,MOBILE
TXN00005279,ACC00006745,2023-02-01 20:32:54,TRANSFER,69416.92,ATM
TXN00005280,ACC00005297,2023-10-11 08:26:51,WITHDRAWAL,39302.26,ONLINE
TXN00005281,ACC00006307,2023-09-23 22:32:27,DEPOSIT,56302.72,MOBILE
TXN00005282,ACC00000165,2023-07-26 21:15:52,PAYMENT,29466.82,BRANCH
TXN00005283,ACC00006821,2023-09-25 17:39:17,TRANSFER,70218.35,ATM
TXN00005284,ACC00005590,2023-04-30 12:39:31,PAYMENT,39159.86,MOBILE
TXN00005285,ACC00009567,2023-03-07 18:01:23,DEPOSIT,55751.50,BRANCH
TXN00005286,ACC00006189,2023-06-03 18:45:05,WITHDRAWAL,3618.86,BRANCH
TXN00005287,ACC00005241,2023-08-22 20:32:15,PAYMENT,48280.09,ATM
TXN00005288,ACC00006822,2023-08-31 21:32:07,PAYMENT,82740.78,ONLINE
TXN00005289,ACC00004201,2023-11-10 07:31:26,PAYMENT,73882.58,MOBILE
TXN00005290,ACC00003649,2023-05-05 01:54:22,DEPOSIT,2622.50,BRANCH
TXN00005291,ACC00009737,2023-11-19 22:01:14,TRANSFER,45555.96,MOBILE
TXN00005292,ACC00008015,2023-04-01 07:00:05,DEPOSIT,45055.75,ONLINE
TXN00005293,ACC00008098,2023-10-17 02:00:22,PAYMENT,89255.09,ONLINE
TXN00005294,ACC00004034,2023-07-04 15:24:08,WITHDRAWAL,61875.66,ONLINE
TXN00005295,ACC00009859,2023-03-24 00:09:14,TRANSFER,4778.52,POS
TXN00005296,ACC00002487,2023-12-22 13:39:41,TRANSFER,34449.73,BRANCH
TXN00005297,ACC00001490,2023-01-13 01:39:59,TRANSFER,90522.57,POS
TXN00005298,ACC00005904,2023-09-12 20:30:23,TRANSFER,26134.77,BRANCH
TXN00005299,ACC00009663,2023-09-03 01:55:52,WITHDRAWAL,97632.20,ATM
TXN00005300,ACC00006707,2023-05-13 10:55:17,TRANSFER,53837.97,BRANCH
TXN00005301,ACC00002756,2023-12-14 14:38:02,TRANSFER,84918.23,MOBILE
TXN00005302,ACC00003736,2023-07-14 05:48:03,PAYMENT,4899.61,POS
TXN00005303,ACC00002843,2023-11-04 21:20:20,DEPOSIT,18822.60,ATM
TXN00005304,ACC00008258,2023-07-01 22:39:31,PAYMENT,78512.20,BRANCH
TXN00005305,ACC00005750,2023-01-11 06:59:57,PAYMENT,69839.83,MOBILE
TXN00005306,ACC00004920,2023-01-17 16:26:17,WITHDRAWAL,43756.86,MOBILE
TXN00005307,ACC00004458,2023-06-04 23:57:13,DEPOSIT,90767.54,BRANCH
TXN00005308,ACC00002622,2023-01-15 13:43:07,PAYMENT,38009.12,ATM
TXN00005309,ACC00006260,2023-04-06 08:11:50,TRANSFER,63547.57,BRANCH
TXN00005310,ACC00007072,2023-05-28 20:11:11,WITHDRAWAL,77541.07,ONLINE
TXN00005311,ACC00002524,2023-12-14 19:21:33,PAYMENT,57528.91,ONLINE
TXN00005312,ACC00000272,2023-12-30 18:28:18,DEPOSIT,40365.74,ATM
TXN00005313,ACC00002418,2023-08-10 08:23:58,DEPOSIT,25999.98,ONLINE
TXN00005314,ACC00001643,2023-06-01 06:44:03,TRANSFER,88716.65,ATM
TXN00005315,ACC00007209,2023-11-13 20:18:05,DEPOSIT,61142.00,BRANCH
TXN00005316,ACC00007896,2023-07-21 04:23:39,WITHDRAWAL,45855.78,MOBILE
TXN00005317,ACC00001258,2023-07-14 11:47:28,TRANSFER,97519.36,POS
TXN00005318,ACC00007154,2023-12-09 09:04:44,TRANSFER,62401.70,BRANCH
TXN00005319,ACC00006553,2023-04-04 05:55:43,DEPOSIT,32506.12,BRANCH
TXN00005320,ACC00005846,2023-08-22 10:32:46,DEPOSIT,33025.65,POS
TXN00005321,ACC00004936,2023-08-26 08:25:21,WITHDRAWAL,14112.68,POS
TXN00005322,ACC00000461,2023-10-14 13:24:05,DEPOSIT,16869.15,POS
TXN00005323,ACC00001616,2023-09-06 20:16:10,DEPOSIT,41787.70,POS
TXN00005324,ACC00006434,2023-02-02 20:43:18,PAYMENT,57722.40,POS
TXN00005325,ACC00002785,2023-09-11 02:37:05,DEPOSIT,5638.61,ONLINE
TXN00005326,ACC00004415,2023-05-17 14:13:30,TRANSFER,72695.12,BRANCH
TXN00005327,ACC00001830,2023-02-16 14:54:49,DEPOSIT,92648.40,POS
TXN00005328,ACC00007663,2023-11-09 13:15:59,WITHDRAWAL,87210.27,BRANCH
TXN00005329,ACC00005590,2023-06-12 01:12:46,TRANSFER,87276.94,MOBILE
TXN00005330,ACC00007652,2023-01-15 21:57:48,TRANSFER,15047.92,BRANCH
TXN00005331,ACC00005424,2023-08-27 12:08:16,PAYMENT,86132.82,POS
TXN00005332,ACC00001991,2023-05-30 16:47:00,TRANSFER,11122.33,ATM
TXN00005333,ACC00000425,2023-10-31 02:34:46,DEPOSIT,6567.71,MOBILE
TXN00005334,ACC00007526,2023-02-16 15:57:57,PAYMENT,42912.23,POS
TXN00005335,ACC00007304,2023-06-11 01:20:49,TRANSFER,29081.82,BRANCH
TXN00005336,ACC00005723,2023-05-02 10:48:19,PAYMENT,60597.19,MOBILE
TXN00005337,ACC00004596,2023-05-02 11:48:32,DEPOSIT,50574.39,ATM
TXN00005338,ACC00004049,2023-06-24 14:35:25,TRANSFER,64939.43,MOBILE
TXN00005339,ACC00002558,2023-04-29 20:18:52,PAYMENT,98035.46,ONLINE
TXN00005340,ACC00009299,2023-11-15 08:47:14,PAYMENT,45931.75,BRANCH
TXN00005341,ACC00002888,2023-11-28 04:33:14,TRANSFER,13271.17,ATM
TXN00005342,ACC00008768,2023-06-14 07:37:20,DEPOSIT,14864.50,ONLINE
TXN00005343,ACC00007987,2023-01-30 12:31:57,DEPOSIT,58448.45,ATM
TXN00005344,ACC00008693,2023-07-22 22:03:01,PAYMENT,63570.10,POS
TXN00005345,ACC00008976,2023-03-13 08:37:15,TRANSFER,74525.73,POS
TXN00005346,ACC00009397,2023-03-07 04:02:39,PAYMENT,11493.62,POS
TXN00005347,ACC00008852,2023-07-14 20:08:36,PAYMENT,47485.61,ATM
TXN00005348,ACC00007326,2023-07-06 09:23:31,TRANSFER,92481.89,BRANCH
TXN00005349,ACC00007042,2023-12-27 10:36:23,WITHDRAWAL,85300.98,POS
TXN00005350,ACC00007231,2023-06-05 22:05:08,DEPOSIT,78782.70,POS
TXN00005351,ACC00003789,2023-11-28 13:27:31,DEPOSIT,12481.40,ONLINE
TXN00005352,ACC00006781,2023-09-21 19:27:31,TRANSFER,52341.79,POS
TXN00005353,ACC00003118,2023-08-25 16:01:18,WITHDRAWAL,46785.34,ATM
TXN00005354,ACC00009582,2023-03-12 13:31:20,PAYMENT,24191.45,ONLINE
TXN00005355,ACC00004287,2023-09-23 14:38:37,TRANSFER,63208.65,MOBILE
TXN00005356,ACC00001554,2023-12-10 13:02:12,TRANSFER,19959.63,ATM
TXN00005357,ACC00004553,2023-08-20 17:09:00,DEPOSIT,65748.79,BRANCH
TXN00005358,ACC00004873,2023-03-06 17:29:52,DEPOSIT,78503.43,MOBILE
TXN00005359,ACC00003480,2023-04-11 05:06:44,TRANSFER,67856.61,POS
TXN00005360,ACC00006693,2023-01-10 09:11:20,PAYMENT,75032.14,POS
TXN00005361,ACC00008854,2023-08-21 00:02:31,PAYMENT,11776.15,BRANCH
TXN00005362,ACC00005648,2023-10-06 13:55:27,WITHDRAWAL,80785.82,ATM
TXN00005363,ACC00002854,2023-04-23 14:55:03,PAYMENT,84445.18,POS
TXN00005364,ACC00008499,2023-05-01 13:13:54,WITHDRAWAL,62388.20,ATM
TXN00005365,ACC00005859,2023-03-25 00:50:17,WITHDRAWAL,94148.38,ONLINE
TXN00005366,ACC00004203,2023-07-21 14:10:56,PAYMENT,84205.33,ATM
TXN00005367,ACC00009739,2023-04-21 05:05:56,TRANSFER,38137.91,MOBILE
TXN00005368,ACC00007504,2023-11-19 23:26:11,WITHDRAWAL,63179.60,ONLINE
TXN00005369,ACC00004247,2023-03-27 08:03:32,WITHDRAWAL,51206.77,MOBILE
TXN00005370,ACC00005193,2023-01-19 12:34:08,TRANSFER,63048.68,POS
TXN00005371,ACC00004663,2023-04-20 00:22:44,TRANSFER,24847.49,POS
TXN00005372,ACC00009645,2023-11-09 13:39:40,WITHDRAWAL,10685.91,ATM
TXN00005373,ACC00004303,2023-08-12 10:50:46,WITHDRAWAL,53953.61,ATM
TXN00005374,ACC00000957,2023-11-12 17:50:17,TRANSFER,40035.16,ONLINE
TXN00005375,ACC00003507,2023-10-22 23:56:40,PAYMENT,47332.49,MOBILE
TXN00005376,ACC00002439,2023-02-01 19:03:38,DEPOSIT,32497.15,POS
TXN00005377,ACC00008769,2023-10-10 19:22:04,PAYMENT,93734.20,ATM
TXN00005378,ACC00000937,2023-03-22 08:13:37,DEPOSIT,86158.46,MOBILE
TXN00005379,ACC00009490,2023-02-01 12:58:35,WITHDRAWAL,78154.57,BRANCH
TXN00005380,ACC00005015,2023-07-22 12:01:27,WITHDRAWAL,96117.75,ATM
TXN00005381,ACC00009463,2023-12-09 03:34:17,WITHDRAWAL,64812.49,MOBILE
TXN00005382,ACC00001049,2023-01-12 02:57:35,TRANSFER,86509.20,MOBILE
TXN00005383,ACC00005403,2023-07-28 03:46:02,DEPOSIT,51276.77,POS
TXN00005384,ACC00007872,2023-03-04 06:03:04,TRANSFER,82315.23,BRANCH
TXN00005385,ACC00000119,2023-02-08 09:17:19,PAYMENT,19692.93,MOBILE
TXN00005386,ACC00001333,2023-11-16 18:57:27,DEPOSIT,48089.88,ONLINE
TXN00005387,ACC00000919,2023-06-08 19:23:53,PAYMENT,17319.38,ATM
TXN00005388,ACC00006589,2023-11-12 07:58:24,PAYMENT,20462.81,POS
TXN00005389,ACC00003772,2023-04-26 09:28:54,TRANSFER,91505.93,MOBILE
TXN00005390,ACC00001354,2023-07-14 12:02:10,TRANSFER,48496.24,MOBILE
TXN00005391,ACC00007568,2023-07-19 22:23:47,PAYMENT,93337.95,BRANCH
TXN00005392,ACC00009150,2023-02-16 05:33:15,WITHDRAWAL,78975.34,MOBILE
TXN00005393,ACC00009793,2023-01-05 08:02:34,TRANSFER,25831.06,POS
TXN00005394,ACC00004355,2023-11-10 23:25:43,TRANSFER,42508.41,ATM
TXN00005395,ACC00007165,2023-04-07 03:02:28,DEPOSIT,74864.93,POS
TXN00005396,ACC00008930,2023-10-12 14:52:39,WITHDRAWAL,52123.76,MOBILE
TXN00005397,ACC00007853,2023-05-09 22:13:59,PAYMENT,93037.47,POS
TXN00005398,ACC00000897,2023-11-05 08:04:25,TRANSFER,39954.44,MOBILE
TXN00005399,ACC00009073,2023-11-11 13:30:20,WITHDRAWAL,90697.20,ATM
TXN00005400,ACC00008022,2023-08-06 15:41:38,WITHDRAWAL,57078.46,MOBILE
TXN00005401,ACC00002202,2023-10-03 21:32:20,DEPOSIT,28374.63,POS
TXN00005402,ACC00001694,2023-01-23 09:14:39,PAYMENT,58297.41,ATM
TXN00005403,ACC00002507,2023-05-30 18:45:14,TRANSFER,83205.97,MOBILE
TXN00005404,ACC00003102,2023-12-25 12:21:27,DEPOSIT,97564.77,ONLINE
TXN00005405,ACC00006629,2023-03-13 10:03:18,DEPOSIT,81561.97,POS
TXN00005406,ACC00008059,2023-04-25 21:56:30,TRANSFER,99396.04,BRANCH
TXN00005407,ACC00006831,2023-04-06 01:59:37,WITHDRAWAL,92726.50,MOBILE
TXN00005408,ACC00007364,2023-07-02 00:41:39,TRANSFER,77549.22,BRANCH
TXN00005409,ACC00009039,2023-02-04 04:16:13,DEPOSIT,15116.12,ONLINE
TXN00005410,ACC00002514,2023-05-22 23:25:40,WITHDRAWAL,44325.18,POS
TXN00005411,ACC00001884,2023-09-18 15:31:32,PAYMENT,38828.37,ONLINE
TXN00005412,ACC00007220,2023-12-17 02:13:28,DEPOSIT,28011.61,ONLINE
TXN00005413,ACC00000200,2023-11-06 17:17:07,WITHDRAWAL,67645.20,ATM
TXN00005414,ACC00001115,2023-12-06 20:17:29,DEPOSIT,98798.36,ONLINE
TXN00005415,ACC00005263,2023-04-11 22:51:19,WITHDRAWAL,91589.28,ATM
TXN00005416,ACC00003855,2023-10-22 22:47:30,DEPOSIT,43934.66,MOBILE
TXN00005417,ACC00004659,2023-02-23 21:42:42,WITHDRAWAL,73722.10,ATM
TXN00005418,ACC00003510,2023-02-14 22:13:13,DEPOSIT,98443.15,ONLINE
TXN00005419,ACC00004083,2023-04-03 22:48:04,DEPOSIT,52344.59,ONLINE
TXN00005420,ACC00001420,2023-11-07 05:00:03,PAYMENT,50563.50,ATM
TXN00005421,ACC00003681,2023-12-03 22:59:04,PAYMENT,61850.03,POS
TXN00005422,ACC00004734,2023-07-30 07:54:12,TRANSFER,5323.14,MOBILE
TXN00005423,ACC00001015,2023-12-22 02:55:17,TRANSFER,46551.76,MOBILE
TXN00005424,ACC00005005,2023-05-24 20:39:27,PAYMENT,77089.09,BRANCH
TXN00005425,ACC00002455,2023-10-03 14:59:09,TRANSFER,78696.33,BRANCH
TXN00005426,ACC00003322,2023-07-21 20:24:24,PAYMENT,59450.92,MOBILE
TXN00005427,ACC00005278,2023-10-24 18:02:51,PAYMENT,62583.23,ONLINE
TXN00005428,ACC00000636,2023-05-31 17:30:26,PAYMENT,18403.04,POS
TXN00005429,ACC00009191,2023-02-06 11:02:26,WITHDRAWAL,29728.43,POS
TXN00005430,ACC00002755,2023-02-12 17:50:50,PAYMENT,53175.71,BRANCH
TXN00005431,ACC00009712,2023-05-14 03:43:11,TRANSFER,89091.66,BRANCH
TXN00005432,ACC00009380,2023-05-27 17:08:42,PAYMENT,28537.44,ATM
TXN00005433,ACC00006348,2023-12-13 06:13:33,TRANSFER,43280.24,BRANCH
TXN00005434,ACC00008272,2023-12-20 21:59:24,TRANSFER,96236.66,MOBILE
TXN00005435,ACC00009807,2023-07-05 22:03:07,DEPOSIT,55079.22,ATM
TXN00005436,ACC00006390,2023-09-07 22:56:48,DEPOSIT,61445.47,BRANCH
TXN00005437,ACC00002029,2023-11-23 00:37:20,WITHDRAWAL,33538.44,ONLINE
TXN00005438,ACC00001212,2023-07-29 05:33:18,WITHDRAWAL,74847.13,BRANCH
TXN00005439,ACC00004145,2023-10-06 01:02:25,WITHDRAWAL,5808.47,POS
TXN00005440,ACC00001246,2023-01-06 05:25:21,TRANSFER,33848.02,BRANCH
TXN00005441,ACC00007240,2023-01-07 15:50:36,TRANSFER,21227.64,POS
TXN00005442,ACC00004937,2023-06-24 20:54:56,WITHDRAWAL,35557.00,ONLINE
TXN00005443,ACC00007424,2023-03-02 21:13:52,PAYMENT,35187.33,ATM
TXN00005444,ACC00002872,2023-02-15 04:13:46,DEPOSIT,44563.29,ATM
TXN00005445,ACC00005974,2023-10-15 18:37:56,TRANSFER,63552.57,ATM
TXN00005446,ACC00003975,2023-08-20 01:52:24,WITHDRAWAL,76456.35,BRANCH
TXN00005447,ACC00005175,2023-03-18 09:20:42,PAYMENT,26047.68,ATM
TXN00005448,ACC00005456,2023-03-24 00:55:48,PAYMENT,82697.09,BRANCH
TXN00005449,ACC00004009,2023-11-07 17:21:04,PAYMENT,11926.59,POS
TXN00005450,ACC00008350,2023-06-06 02:04:18,TRANSFER,85999.65,ATM
TXN00005451,ACC00004080,2023-02-13 01:58:01,WITHDRAWAL,22728.03,POS
TXN00005452,ACC00003109,2023-11-21 09:40:56,TRANSFER,75805.39,POS
TXN00005453,ACC00008947,2023-11-13 19:56:49,WITHDRAWAL,64196.55,ONLINE
TXN00005454,ACC00007558,2023-09-08 09:22:57,PAYMENT,80291.58,BRANCH
TXN00005455,ACC00001631,2023-08-15 07:24:30,TRANSFER,67934.56,ONLINE
TXN00005456,ACC00006572,2023-01-04 09:57:30,TRANSFER,93401.88,ONLINE
TXN00005457,ACC00000783,2023-07-28 01:04:35,WITHDRAWAL,20783.33,POS
TXN00005458,ACC00001354,2023-08-22 11:02:48,TRANSFER,47551.91,POS
TXN00005459,ACC00007661,2023-07-27 05:29:09,DEPOSIT,37772.71,MOBILE
TXN00005460,ACC00007078,2023-10-23 13:24:24,TRANSFER,55306.96,ONLINE
TXN00005461,ACC00004260,2023-07-06 18:33:11,DEPOSIT,4967.82,ONLINE
TXN00005462,ACC00000442,2023-10-15 16:42:02,DEPOSIT,66333.25,BRANCH
TXN00005463,ACC00008339,2023-08-08 16:09:02,DEPOSIT,91021.70,ATM
TXN00005464,ACC00002290,2023-08-20 11:45:39,DEPOSIT,83285.52,MOBILE
TXN00005465,ACC00002188,2023-08-06 09:28:04,WITHDRAWAL,49437.36,ONLINE
TXN00005466,ACC00008779,2023-11-03 12:13:03,TRANSFER,54734.87,ONLINE
TXN00005467,ACC00003382,2023-11-25 14:16:21,PAYMENT,41104.70,ATM
TXN00005468,ACC00006899,2023-01-22 09:46:12,WITHDRAWAL,18424.42,BRANCH
TXN00005469,ACC00006689,2023-04-26 19:30:48,PAYMENT,62093.57,ONLINE
TXN00005470,ACC00008835,2023-06-28 11:15:34,DEPOSIT,6516.77,ATM
TXN00005471,ACC00007682,2023-10-09 11:27:49,WITHDRAWAL,58959.82,POS
TXN00005472,ACC00007829,2023-07-16 21:17:19,WITHDRAWAL,60728.35,ONLINE
TXN00005473,ACC00009954,2023-11-22 06:06:37,WITHDRAWAL,7924.05,BRANCH
TXN00005474,ACC00002255,2023-04-01 06:17:52,DEPOSIT,74731.19,POS
TXN00005475,ACC00000207,2023-11-21 13:43:19,PAYMENT,60069.33,ATM
TXN00005476,ACC00001706,2023-12-15 19:36:44,PAYMENT,16212.17,ATM
TXN00005477,ACC00000427,2023-01-31 23:01:20,TRANSFER,17506.74,ONLINE
TXN00005478,ACC00006596,2023-04-24 19:41:32,WITHDRAWAL,41429.10,MOBILE
TXN00005479,ACC00009865,2023-10-09 23:13:56,TRANSFER,92799.05,MOBILE
TXN00005480,ACC00008410,2023-12-17 15:30:27,PAYMENT,98032.78,MOBILE
TXN00005481,ACC00001009,2023-05-01 01:01:05,DEPOSIT,34328.23,POS
TXN00005482,ACC00007526,2023-03-12 09:18:50,PAYMENT,79080.40,MOBILE
TXN00005483,ACC00007757,2023-01-16 01:47:28,DEPOSIT,40080.44,ATM
TXN00005484,ACC00002804,2023-07-09 17:39:39,TRANSFER,86776.31,MOBILE
TXN00005485,ACC00007595,2023-06-05 08:51:06,WITHDRAWAL,83649.67,POS
TXN00005486,ACC00008697,2023-11-06 04:03:06,DEPOSIT,11653.03,POS
TXN00005487,ACC00008518,2023-01-27 20:14:20,PAYMENT,71558.30,MOBILE
TXN00005488,ACC00006485,2023-08-29 00:56:29,WITHDRAWAL,73857.69,ONLINE
TXN00005489,ACC00007143,2023-01-09 03:28:01,TRANSFER,79409.25,ONLINE
TXN00005490,ACC00005963,2023-10-08 06:39:24,WITHDRAWAL,1776.46,POS
TXN00005491,ACC00002712,2023-11-13 10:05:46,PAYMENT,12196.54,MOBILE
TXN00005492,ACC00003105,2023-01-15 15:09:45,DEPOSIT,57555.08,ONLINE
TXN00005493,ACC00008941,2023-10-11 14:00:44,WITHDRAWAL,82433.47,POS
TXN00005494,ACC00006820,2023-10-22 19:06:20,DEPOSIT,70883.44,MOBILE
TXN00005495,ACC00007245,2023-10-06 01:06:03,PAYMENT,80123.39,ONLINE
TXN00005496,ACC00001367,2023-12-15 20:22:33,PAYMENT,53945.41,BRANCH
